BARGAINTERMS_PRICE;PRICE_SQM;FLOORS_MAX;ROOMSCOUNT;TOTALAREA;LIVINGAREA;KITCHENAREA;REPAIRTYPE;COMBINEDWCSCOUNT;SEPARATEWCSCOUNT;BALCONIESCOUNT;LOGGIASCOUNT
11200000;136585;23;2;82;52,5;14;требуется ремонт;1;1;;1
6250000;201613;8;1;31;15;8;евроремонт;0;1;0;1
17750000;167453;;3;106;60;15;;;1;;1
9650000;270308;26;1;35,7;10,7;16,6;косметический ремонт;1;;;
7250000;215774;26;1;33,6;11,7;10,7;евроремонт;1;;;
11800000;196667;14;2;60;33;12,3;евроремонт;;1;;1
6450000;157702;26;1;40,9;16;10,2;требуется ремонт;;;;
9600000;165517;23;1;58;23;17;требуется ремонт;0;0;0;1
5500000;145119;4;1;37,9;;;косметический ремонт;0;0;0;0
10000000;263158;30;1;38;15;12;евроремонт;1;0;0;1
10000000;208333;;1;48;20;12;дизайнерский ремонт;0;1;0;0
8320000;151273;10;2;55;30,4;10,6;требуется ремонт;0;1;0;1
7000000;209581;10;1;33,4;18;8;косметический ремонт;1;;;
6350000;186765;10;1;34;19;9;;1;0;0;0
7000000;179949;;1;38,9;16;15;требуется ремонт;1;;;1
11350000;276829;26;1;41;18,9;13,1;косметический ремонт;1;0;0;0
11800000;200000;14;2;59;32,2;12,2;косметический ремонт;;1;1;0
4999000;192269;14;;26;16;5;требуется ремонт;1;;;
7300000;174224;;2;41,9;15,3;16;дизайнерский ремонт;;;;
9200000;164286;14;2;56;21,7;16,6;требуется ремонт;1;;;1
15200000;183133;23;2;83;39;17;евроремонт;2;;;1
5200000;265306;26;;19,6;;3;косметический ремонт;1;;;
9300000;147619;;3;63;46;7;косметический ремонт;0;1;1;0
12000000;176471;19;2;68;36;16,2;евроремонт;;1;;1
8150000;198780;26;1;41;15,2;12;евроремонт;1;0;0;1
14150000;180025;26;3;78,6;41;22;косметический ремонт;;2;0;0
6500000;192878;;1;33,7;14;10,5;косметический ремонт;1;0;1;1
11200000;271186;26;1;41,3;10,6;21,2;;1;;;
14000000;200861;;3;69,7;41,1;12,1;евроремонт;0;2;0;1
3200000;178771;;;17,9;11,9;6;косметический ремонт;1;0;0;0
6750000;143617;;2;47;29,3;6;евроремонт;;;;
7700000;162791;16;2;47,3;28;10;евроремонт;1;;;
10750000;290541;;1;37;20;10;косметический ремонт;1;;1;
6200000;139955;16;1;44,3;;;требуется ремонт;1;0;0;1
8499999;340000;26;;25;20;;евроремонт;0;0;0;0
8500000;139344;5;2;61;36;11;требуется ремонт;1;1;1;
9400000;134286;9;2;70;36;12;требуется ремонт;1;;1;
16000000;150943;23;3;106;58;12,7;евроремонт;1;1;2;2
7100000;198324;;1;35,8;17;10,2;косметический ремонт;1;;0;0
7360000;200545;14;1;36,7;17,5;9,1;;;;;
15000000;416667;26;1;36;10;18;косметический ремонт;1;0;0;0
4230000;117500;17;1;36;16;8;требуется ремонт;1;0;0;0
17800000;296667;31;2;60;;14,8;требуется ремонт;0;2;0;0
11500000;141278;23;2;81,4;51,8;13;требуется ремонт;1;2;;1
8000000;186047;;2;43;;8;евроремонт;0;1;1;0
11500000;178571;;3;64,4;32;7;;;1;;1
5400000;147541;18;1;36,6;12;14;косметический ремонт;0;0;0;1
7500000;176887;19;1;42,4;;;требуется ремонт;0;0;1;0
7100000;130275;18;2;54,5;26,4;12;косметический ремонт;;1;;1
10500000;267176;26;1;39,3;11,1;19,5;евроремонт;1;;;
4670000;166192;18;;28,1;19,1;3;косметический ремонт;1;0;0;0
7250000;193333;10;1;37,5;;9;дизайнерский ремонт;1;0;1;0
9150000;90504;4;3;101,1;47;12,3;евроремонт;1;1;1;0
10970000;151939;26;3;72,2;41,6;12,5;косметический ремонт;2;0;0;0
8950000;120946;;3;74;33,1;22,8;требуется ремонт;0;1;0;1
6700000;189266;16;1;35,4;14,5;10;;1;;1;0
6000000;157895;;1;38;16;13;евроремонт;1;;;1
6650000;165012;19;1;40,3;16,8;11,6;требуется ремонт;;1;0;0
6450000;149306;16;1;43,2;16,4;;;1;;1;
5450000;123864;;2;44;;6;косметический ремонт;0;1;1;0
11900000;181679;;3;65,5;45,5;7,8;;;1;;1
6999000;194417;;1;36;15,5;9;евроремонт;1;;;1
5200000;155689;10;1;33,4;15;9;косметический ремонт;0;0;0;1
6664000;143931;8;2;46,3;26;8,9;требуется ремонт;0;1;1;0
5000000;250000;26;;20;;;косметический ремонт;1;;;
6999000;127255;10;2;55;33;10;требуется ремонт;0;1;0;1
6210000;276000;6;1;22,5;16;4;;;;;
7200000;225000;;1;32;21;6;;1;;;
7167000;195820;17;1;36,6;17,3;9,3;косметический ремонт;1;0;1;0
6990000;152620;8;2;45,8;26,1;8,7;требуется ремонт;;1;;1
9699000;301211;32;1;32,2;17;8,5;требуется ремонт;1;;0;0
6400000;193939;14;;33;16;4;требуется ремонт;1;;;1
13200000;191304;17;2;69;38;17;евроремонт;0;1;0;1
6600000;160976;19;1;41;16,8;11,6;требуется ремонт;1;0;0;0
10199999;242857;26;1;42;;18;дизайнерский ремонт;1;;0;0
4730000;118250;17;1;40;;;требуется ремонт;0;0;0;0
7100000;171913;19;1;41,3;;;требуется ремонт;1;;;1
3990000;161538;;1;24,7;;;требуется ремонт;1;;;1
1690000;65000;;1;26;18;4;требуется ремонт;1;;;
11100000;284615;22;1;39;;15,5;требуется ремонт;1;;;1
10500000;293296;26;1;35,8;10,1;17;косметический ремонт;1;0;0;0
4200000;175000;17;;24;;;евроремонт;1;;;1
4890000;197976;10;;24,7;22;2,7;евроремонт;1;;;1
6500000;162500;26;1;40;;10;требуется ремонт;0;1;1;0
6200000;172222;18;1;36;14,5;10;косметический ремонт;1;;;1
9450000;137056;;2;68,95;36,8;17;требуется ремонт;;1;1;
6350000;186765;10;1;34;14,5;8,1;требуется ремонт;1;;;1
15000000;265957;26;2;56,4;;;косметический ремонт;0;0;0;0
4700000;115764;18;1;40,6;24,2;8,1;требуется ремонт;0;1;0;0
5100000;151335;10;1;33,7;14,6;10;требуется ремонт;1;0;0;1
7600000;195876;25;1;38,8;19;11,2;требуется ремонт;1;0;0;0
7600000;195876;25;1;38,8;19;11,2;требуется ремонт;1;0;0;0
6500000;309524;26;1;21;;;;1;;0;0
4050000;144643;17;;28;15;;;;;0;0
9050000;107738;;3;84;;19,5;дизайнерский ремонт;3;;;
7500000;170455;19;1;44;17;13;требуется ремонт;0;1;0;1
7516600;139974;8;2;53,7;29,6;10,9;требуется ремонт;0;1;1;0
6000000;300000;26;;20;10;4;дизайнерский ремонт;1;;;
4400000;186441;17;;23,6;15,4;;евроремонт;1;0;0;1
11700000;220755;;2;53;30;9;евроремонт;0;1;1;0
10600000;107071;16;3;99;63;13;требуется ремонт;2;;;1
7500000;211208;;1;35,51;15,5;8,7;требуется ремонт;;;;1
4000000;222222;10;;18;;;требуется ремонт;1;0;0;1
7500000;224551;26;1;33,4;18;10;евроремонт;;;;1
8500000;134921;;3;63;45;7;косметический ремонт;0;1;1;1
17800000;229961;26;3;76,1;52,4;9;косметический ремонт;1;1;;
7450000;372500;26;;20;9,3;5,1;косметический ремонт;1;;0;0
12600000;160305;26;3;78,6;40,9;22,5;евроремонт;;1;0;0
5850000;212727;26;;27,5;14;;евроремонт;1;;1;
5200000;155039;10;1;33,54;14,6;8,9;требуется ремонт;1;;;1
16490000;274833;31;2;60;30;16;;1;;1;1
6350000;322335;25;;19,7;9,4;5,1;косметический ремонт;1;;;
6350000;322335;25;;19,7;9,4;5,1;косметический ремонт;1;;;
5970000;144203;18;1;41,4;14,3;21,1;косметический ремонт;1;0;0;0
9400000;142857;19;2;65,8;35,7;15;требуется ремонт;0;1;1;0
15900000;278947;;2;57;32,9;11,5;косметический ремонт;;2;1;
18350000;209714;26;3;87,5;45;20;евроремонт;;2;;
7500000;208333;25;1;36;27;5;евроремонт;1;;0;0
7500000;208333;25;1;36;27;5;евроремонт;1;;0;0
6750000;192857;8;1;35;16,1;11,6;евроремонт;;1;;
10800000;184615;26;2;58,5;28,1;15;евроремонт;0;2;1;0
8400000;136143;9;2;61,7;;;требуется ремонт;0;0;0;0
7100000;358586;26;;19,8;14,5;;;;;0;0
6500000;156627;19;1;41,5;;;требуется ремонт;;;1;
6550000;219799;8;1;29,8;14,7;8;евроремонт;1;0;1;0
12994800;329817;26;1;39,4;11,1;20,8;косметический ремонт;1;0;0;0
7500000;176887;19;1;42,4;;;косметический ремонт;0;0;1;0
11600000;119959;16;3;96,7;61,6;13,5;требуется ремонт;2;;;1
11300000;114141;16;3;99;61,6;13,5;требуется ремонт;2;;;1
5500000;154886;;1;35,51;15,5;8,7;требуется ремонт;1;0;0;1
6800000;161905;19;1;42;20;11,5;требуется ремонт;1;0;1;0
5300000;167192;8;1;31,7;14;8;требуется ремонт;0;1;0;1
8000000;205128;;2;39;24;7;косметический ремонт;;1;1;
10420000;207157;;2;50,3;29,6;8,1;косметический ремонт;0;1;1;0
9200000;287500;32;1;32;16,5;8,5;требуется ремонт;1;0;0;0
6200000;163158;17;1;38;16;13;евроремонт;1;;;1
8000000;239521;26;1;33,4;18;11;евроремонт;;1;0;0
14900000;155532;;3;95,8;53,7;12,8;евроремонт;;1;0;1
6550000;213355;8;1;30,7;14,7;8;косметический ремонт;0;1;1;0
4700000;148734;10;1;31,6;14,6;7,9;требуется ремонт;1;0;0;1
9600000;254642;32;1;37,7;19,8;8;требуется ремонт;1;;;
9900000;152308;5;2;65;35;13;;1;;;1
5900000;132883;;1;44,4;16,6;16,7;косметический ремонт;1;0;0;1
7700000;230539;26;1;33,4;18;8;;1;;0;0
6200000;177650;17;1;34,9;14,6;9,5;;1;;0;1
8800000;169231;;2;52;32;9;евроремонт;0;1;0;1
10500000;159091;5;2;66;38,3;10,6;евроремонт;;1;;1
5500000;148248;18;1;37,1;14,8;13,1;косметический ремонт;1;0;1;0
6350000;186765;10;1;34;15;10;евроремонт;1;0;0;0
7200000;360000;26;;20;9,5;5,1;косметический ремонт;1;;;
8500000;173469;;1;49;20;12;евроремонт;1;0;0;1
7200000;213650;26;1;33,7;11,5;10,7;;1;;;
13500000;210938;;2;64;30;25;дизайнерский ремонт;1;;0;1
11290000;201607;;2;56;30;10,3;;;;0;0
27500000;110000;;4;250;105;22;косметический ремонт;;2;;
11150000;204963;;2;54,4;27;9;дизайнерский ремонт;;1;;1
31050000;189329;;4;164;94;16;евроремонт;;2;1;1
9650000;172321;;2;56;37;8,6;требуется ремонт;;1;;1
9850000;189423;;2;52;30;8,5;косметический ремонт;;1;;
13150000;166456;;2;79;51;12;евроремонт;;1;;1
6900000;171642;19;1;40,2;16,8;11,6;требуется ремонт;;1;1;0
7645000;254833;6;;30;23;5,5;;;;;
8100000;150000;18;2;54;29,5;12;косметический ремонт;;;;
9180000;170000;18;2;54;29,5;12;косметический ремонт;;;;
4890000;179055;;;27,31;17,4;2,2;требуется ремонт;1;;0;0
4400000;146667;;1;30;18;6;косметический ремонт;;;1;
11000000;122222;;3;90;59;14;дизайнерский ремонт;;1;1;
8800000;149153;8;3;59;38,1;5;требуется ремонт;0;1;4;1
6800000;129524;16;2;52,5;32;12;требуется ремонт;;1;;
4700000;209821;;;22,4;;4;евроремонт;0;1;1;0
12200000;306533;32;1;39,8;;14,6;требуется ремонт;1;0;0;0
12650000;327720;26;1;38,6;;9,2;евроремонт;0;1;1;0
3370000;139834;17;;24,1;11,5;3,6;требуется ремонт;1;0;0;0
16490000;274833;31;2;60;30;16;;1;;1;1
6990000;170488;19;1;41;16,5;12;требуется ремонт;1;0;0;0
8000000;177778;;2;45;27;5;;;;;
6600000;220736;8;1;29,9;18;9;евроремонт;1;;1;0
6350000;186765;10;1;34;14,6;10;евроремонт;1;0;0;1
6950000;143004;9;1;48,6;19;11,4;требуется ремонт;1;;1;1
15200000;180952;23;2;84;39;17;евроремонт;1;1;0;1
8500000;134921;;3;63;50;6,7;косметический ремонт;0;1;1;0
8500000;134921;;3;63;50;6,7;косметический ремонт;0;1;1;0
7100000;188329;26;1;37,7;14,3;10;;1;;;1
10170000;285674;26;1;35,6;11;17;евроремонт;1;0;0;0
4890000;197976;10;;24,7;22;2,7;евроремонт;1;;;1
8300000;130503;26;2;63,6;29,5;13,3;требуется ремонт;0;1;0;1
4900000;272222;17;;18;18;;требуется ремонт;1;0;0;0
10900000;279487;26;2;39;;;косметический ремонт;1;0;0;0
9850000;167517;26;2;58,8;26,1;26,5;евроремонт;0;1;0;1
15500000;198464;26;3;78,1;41;22,4;косметический ремонт;2;0;0;0
10099000;212869;;2;47,4;31,9;8,5;требуется ремонт;;1;2;0
8888888;139762;8;3;63,6;30;20;требуется ремонт;0;1;1;1
11000000;194690;23;2;56,5;37;12;требуется ремонт;;1;;1
8990000;299667;32;1;30;14;8;требуется ремонт;1;;;
5480000;102814;;2;53,3;32,3;9;евроремонт;0;1;0;1
6200000;248000;18;;25;;6;требуется ремонт;0;1;1;0
13000000;317073;32;1;41;;13,5;евроремонт;1;0;0;0
6300000;164491;17;1;38,3;15;11;косметический ремонт;1;;;1
5490000;152500;17;1;36;14;10,5;евроремонт;1;0;0;1
6950000;187838;10;1;37;16;13;дизайнерский ремонт;1;0;0;0
6300000;185294;18;1;34;12;14,5;косметический ремонт;1;;;1
4400000;176000;18;;25;17;5;косметический ремонт;1;0;1;0
7600000;171171;16;1;44,4;;12,9;евроремонт;0;1;1;0
7200000;201117;;1;35,8;;17;евроремонт;1;0;0;0
5899000;131089;;2;45;;;косметический ремонт;;;;
9000000;300000;32;1;30;18;8;требуется ремонт;1;0;0;0
7900000;171367;8;2;46,1;;;требуется ремонт;;;;
3500000;145228;17;;24,1;11,5;;требуется ремонт;1;0;0;0
5400000;274112;26;;19,7;;;косметический ремонт;1;;;
10500000;256098;26;1;41;;12;евроремонт;;;;
8500000;340000;26;;25;20;5;евроремонт;1;0;0;0
5650000;205455;26;;27,5;14;;евроремонт;1;;1;
4900000;233333;10;;21;12;4;евроремонт;1;;;
12500000;171233;19;3;73;42;12;евроремонт;1;;;1
15816119;263163;26;3;60,1;37,5;8;косметический ремонт;0;1;0;0
8500000;134921;;3;63;;7;косметический ремонт;0;1;1;0
5500000;132212;;2;41,6;;;косметический ремонт;0;1;1;0
19500000;172109;23;3;113,3;65;20;евроремонт;;2;;2
11500000;280488;26;1;41;10,6;21,3;;1;;;
5250000;159091;8;1;33;14;5;требуется ремонт;;1;;1
5400000;225000;10;1;24;;;евроремонт;1;0;0;1
8200000;188940;18;2;43,4;25;9,7;косметический ремонт;1;;1;
3700000;154167;17;;24;16;6;дизайнерский ремонт;1;;;
8150000;139316;;2;58,5;31;14,9;требуется ремонт;2;0;0;0
7500000;224551;26;1;33,4;18;10;евроремонт;;1;1;
9900000;152308;5;2;65;35;13;евроремонт;1;0;0;1
5300000;190237;17;;27,86;13,6;5;требуется ремонт;1;;;1
5250000;181034;8;1;29;15;5;;;;;
7300000;173810;14;1;42;23;10;требуется ремонт;0;1;0;1
5800000;170588;18;1;34;;;косметический ремонт;1;;1;
4700000;178571;18;;26,32;17;3;косметический ремонт;1;;;1
17500000;270062;26;2;64,8;33,6;13,8;евроремонт;;1;;2
13000000;228070;;1;57;20;20;евроремонт;;1;1;1
4150000;200096;10;;20,74;11;4;требуется ремонт;1;;0;1
6800000;132554;10;2;51,3;30,9;10,8;требуется ремонт;0;1;0;1
7500000;36837;;3;203,6;;;требуется ремонт;;1;;
4800000;165517;4;1;29;13;9;евроремонт;1;;;
7400000;107091;;4;69,1;51,2;7,4;косметический ремонт;;1;1;
9600000;150000;;3;64;48;9,8;косметический ремонт;0;1;1;0
10500000;145833;4;3;72;;;;;;;
6200000;126531;18;2;49;;11;косметический ремонт;1;;1;
12700000;295349;22;1;43;;;;;;;
16300000;271667;26;2;60;32;11,1;дизайнерский ремонт;1;1;0;0
7400000;161926;8;2;45,7;26;8,8;требуется ремонт;;2;1;1
7500000;176887;19;1;42,4;16,8;12,8;требуется ремонт;1;0;1;0
6100000;184848;10;1;33;17;10;евроремонт;1;;;
10090000;212869;;2;47,4;;8,5;требуется ремонт;0;1;1;0
3700000;152893;17;;24,2;18;6;требуется ремонт;0;1;1;0
6190000;161892;;1;37;15;11;евроремонт;1;;;1
10550000;181897;23;1;58;22;17;требуется ремонт;1;;;1
7000000;155556;18;2;45;25;10;евроремонт;1;;;1
4400000;200000;;;22;12;;евроремонт;1;0;0;0
10300000;156061;19;2;66;32;17;требуется ремонт;1;0;1;0
7500000;375000;26;6;20;10;4;;;;;
10130000;165523;;3;61,2;;7;;;;;
5350000;118363;;2;45,2;24,8;5,8;требуется ремонт;1;;1;0
8100000;248466;;1;32,6;18,8;6,1;косметический ремонт;;1;;
7700000;145283;;2;53;30;11;евроремонт;1;0;1;0
6000000;184615;;1;32,5;16,5;8,7;косметический ремонт;1;0;;
6250000;178571;;1;35;20;10;косметический ремонт;1;0;1;0
5650000;161429;17;1;35;15;10;евроремонт;1;;1;
9500000;165217;19;2;57,5;31;12;евроремонт;;1;;1
4000000;119048;18;;33,6;;5;требуется ремонт;0;1;1;0
7500000;170455;;2;44;;7,5;косметический ремонт;0;0;0;0
7450000;176540;;2;42,2;;7,3;косметический ремонт;0;0;0;0
7600000;178824;;2;42,5;;7,2;косметический ремонт;0;0;0;0
7650000;177907;;2;43;;7,5;косметический ремонт;0;0;0;0
4650000;169091;;;27,5;17,6;4;косметический ремонт;1;;0;1
7760000;183452;;2;42,3;;7,4;косметический ремонт;0;0;0;0
6300000;150000;;2;42;26;7;косметический ремонт;0;0;0;0
7850000;186905;;2;42;;7,1;косметический ремонт;0;0;0;0
6750000;162651;19;1;41,5;;;требуется ремонт;;;1;
6500000;156627;;2;41,5;20;6,5;косметический ремонт;0;0;0;0
8500000;340000;26;;25;8,5;5;;;;;
8100000;225000;6;;36;20;13;дизайнерский ремонт;1;;0;0
7100000;226837;8;1;31,3;;;дизайнерский ремонт;1;;1;
7100000;169048;;2;42;26;7;косметический ремонт;;1;;
7500000;178571;;2;42;26;7;косметический ремонт;;1;;
7780000;183924;;2;42,3;;7,7;косметический ремонт;0;0;0;0
7300000;169767;;2;43;;7,3;косметический ремонт;0;0;0;0
7400000;172093;;2;43;21;7,1;косметический ремонт;0;0;0;0
7200000;177778;;2;40,5;18;6,6;косметический ремонт;0;0;0;0
7800000;185714;;2;42;;7;косметический ремонт;0;0;0;0
11000000;246637;26;1;44,6;12,2;22,3;косметический ремонт;1;0;0;0
7400000;174118;;2;42,5;;7,4;косметический ремонт;0;0;0;0
12500000;273643;18;1;45,68;18,6;11;евроремонт;1;0;0;1
7500000;277778;30;;27;16;5;евроремонт;0;1;1;0
7700000;183333;26;1;42;15,4;16;;;;0;0
7800000;130000;26;2;60;28;14;косметический ремонт;0;0;0;2
9800000;136111;19;3;72;45;12;евроремонт;2;0;0;1
15100000;343182;26;1;44;12;22;евроремонт;1;;;
5700000;148052;4;1;38,5;15,5;13,5;дизайнерский ремонт;1;;1;
8500000;133229;;3;63,8;44,8;6,6;косметический ремонт;0;1;0;1
7700000;182898;;1;42,1;15,4;16;косметический ремонт;1;0;0;0
7720000;182075;19;1;42,4;16,8;12,8;;;;;
5850000;155172;;1;37,7;16;10,5;требуется ремонт;1;0;0;1
8360000;210050;19;1;39,8;18;12;косметический ремонт;;;;
8350000;208750;19;1;40;18;12;косметический ремонт;;;;
8500000;213568;19;1;39,8;18;12;косметический ремонт;;;;
8200000;206030;19;1;39,8;19;12;требуется ремонт;;;;
10700000;131611;;3;81,3;;;требуется ремонт;2;;;
8550000;214824;19;1;39,8;18;12;косметический ремонт;;;;
8650000;217337;19;1;39,8;17;12;косметический ремонт;;;;
4599000;229950;10;;20;16;;евроремонт;1;0;0;0
6800000;170426;;1;39,9;11;16,6;евроремонт;1;;;1
10500000;138158;;3;76;45,2;11,7;косметический ремонт;1;1;0;1
13800000;255083;26;2;54,1;30;21;евроремонт;1;1;;
7440000;391579;26;;19;;5;требуется ремонт;1;0;1;0
6000000;125000;;2;48;;7;требуется ремонт;0;0;0;1
5800000;226563;14;;25,6;;;;1;0;0;0
13500000;233969;26;2;57,7;30,2;12,2;;2;;;
5950000;154145;18;1;38,6;14,8;10,4;косметический ремонт;1;0;0;1
7800000;185714;;2;42;;7;косметический ремонт;0;0;0;0
6650000;181545;;1;36,63;19,8;9,5;евроремонт;1;0;1;0
7800000;150000;16;1;52;25;12;евроремонт;1;;;1
14499127;171791;13;3;84,4;60;13;дизайнерский ремонт;1;;;1
6500000;185714;10;1;35;16;12;евроремонт;1;;;
5600000;133333;;2;42;;6;косметический ремонт;0;1;1;0
10100000;168333;23;1;60;;17;требуется ремонт;0;1;1;0
7450000;223054;26;1;33,4;18;10;евроремонт;1;0;0;0
8200000;178261;8;1;46;;;евроремонт;0;2;0;1
6490000;175405;6;2;37;;;требуется ремонт;1;1;0;0
6950000;151087;8;2;46;;8;требуется ремонт;;1;;1
9850000;167517;26;2;58,8;26,1;16,5;евроремонт;0;1;0;1
7100000;157778;9;1;45;;12;требуется ремонт;0;1;1;0
12950000;332051;26;1;39;11;20;косметический ремонт;1;0;0;0
5500000;166667;;1;33;;10;косметический ремонт;0;1;1;0
9990000;309288;32;1;32,3;16,5;8,7;требуется ремонт;1;;;
11200000;251121;26;1;44,6;12,2;22,3;косметический ремонт;1;0;0;0
4950000;247500;26;;20;;;евроремонт;;1;;
8800000;198646;;1;44,3;;22,2;евроремонт;1;0;0;0
6799000;141646;;2;48;22;16;косметический ремонт;0;1;1;0
6400000;164103;;2;39;18;12;евроремонт;1;;;
9850000;378846;32;;26;10;8;евроремонт;0;0;0;0
6600000;102964;18;3;64,1;32,4;11,7;требуется ремонт;1;0;0;0
10400000;203922;;1;51;18,7;12,1;косметический ремонт;;1;;1
8000000;186047;8;2;43;25;;косметический ремонт;;;;
8950000;120946;;3;74;33,6;22,8;требуется ремонт;0;1;0;1
17950000;236184;;3;76;;10,2;косметический ремонт;0;1;1;0
7650000;170000;16;1;45;17;13;евроремонт;1;;1;
6800000;163070;;1;41,7;16,8;12,8;;;;;
8000000;190476;8;2;42;;;косметический ремонт;;;;
7100000;355000;26;;20;;10;косметический ремонт;1;0;1;0
8700000;395455;26;;22;16;6;косметический ремонт;0;0;0;0
7500000;122549;;2;61,2;30,7;12,2;евроремонт;;1;;1
11990000;151772;14;3;79;51;11;требуется ремонт;;;;1
9500000;154221;;3;61,6;;;косметический ремонт;0;1;0;2
11600000;196610;;2;59;30;19;дизайнерский ремонт;0;1;0;0
4600000;164286;18;;28;16;4;евроремонт;1;;;1
5050000;240476;10;;21;17;4;евроремонт;1;0;0;0
8850000;184375;8;2;48;35;8;косметический ремонт;;;;
9800000;175000;26;2;56;22,8;20,8;евроремонт;1;;0;0
6190000;168207;7;1;36,8;14;10,9;косметический ремонт;1;0;0;1
15499990;262712;26;2;59;;20;дизайнерский ремонт;;2;0;0
14700000;128947;;3;114;56,4;14,3;требуется ремонт;1;;0;2
5300000;157738;18;1;33,6;14,9;9,3;косметический ремонт;;1;;1
9400000;247368;;2;38;21;7;евроремонт;1;0;1;0
5800000;290000;26;;20;10;4;дизайнерский ремонт;1;;;
10500000;145631;9;2;72,1;;8;требуется ремонт;0;1;1;0
7100000;373684;26;;19;;5;требуется ремонт;1;0;1;0
6600000;165000;19;1;40;16;11,6;требуется ремонт;1;0;1;0
7000000;138067;16;1;50,7;19,7;16,7;;1;;;1
6400000;145786;;1;43,9;15,9;10;евроремонт;1;;;1
9700000;134722;10;3;72;48;11;евроремонт;1;0;0;0
13949999;239691;26;2;58,2;;18;дизайнерский ремонт;1;;0;0
13349999;244954;26;2;54,5;;18;дизайнерский ремонт;1;;0;0
4150000;117564;;1;35,3;;8,2;требуется ремонт;1;0;1;0
5700000;207273;26;;27,5;14;;евроремонт;1;;1;
9000000;135135;8;3;66,6;40;11;требуется ремонт;;2;;1
13200000;182069;26;3;72,5;40;12,5;косметический ремонт;0;2;0;0
7300000;136449;3;1;53,5;24,2;10,6;;;;;
7300000;368687;26;1;19,8;9,4;5,1;;1;0;0;0
8500000;149123;17;2;57;27;16;косметический ремонт;0;1;0;1
16299999;271667;26;2;60;;11;дизайнерский ремонт;1;;0;0
5450000;148098;;1;36,8;15;10;косметический ремонт;1;;;1
7800000;125806;9;2;62;43;8;требуется ремонт;1;0;1;0
8500000;340000;26;;25;19;3;евроремонт;1;;0;0
7300000;368687;26;1;19,8;9,4;5,1;;1;0;0;0
8490000;339600;26;;25;15;;евроремонт;1;0;0;0
11800000;286408;26;1;41,2;;18,8;евроремонт;1;0;0;0
4200000;166008;17;1;25,3;17,1;;косметический ремонт;;;;1
7100000;169048;5;1;42;25;10;евроремонт;1;;;1
9980000;383846;32;;26;18;;евроремонт;1;0;0;0
9500000;154221;;3;61,6;;9;косметический ремонт;0;1;1;0
8200000;147297;;1;55,67;24;13;требуется ремонт;0;0;0;1
10150000;169167;26;2;60;30;11;евроремонт;0;1;0;1
4400000;169231;18;1;26;15;6;евроремонт;1;0;0;0
5000000;187970;17;;26,6;17,6;5;евроремонт;1;;1;
10090000;212869;;2;47,4;;8,5;требуется ремонт;0;1;1;0
4400000;223350;;;19,7;;1,8;требуется ремонт;1;0;0;1
5350000;167188;;1;32;18;6;косметический ремонт;;1;1;
6200000;206667;;;30;;10;евроремонт;0;1;1;0
10000000;280899;26;1;35,6;;17;евроремонт;0;1;1;0
7949000;315437;26;;25,2;11,9;6,5;косметический ремонт;1;;;
5600000;148541;;1;37,7;16;10,5;требуется ремонт;1;;;1
6900000;215962;;1;31,95;14;10;дизайнерский ремонт;1;;;1
4470000;186250;10;;24;13,9;2,2;требуется ремонт;0;1;1;0
4500000;160714;18;;28;15;4;косметический ремонт;1;;1;
6200000;168616;;1;36,77;14;10,9;евроремонт;1;;;1
16990000;283167;29;2;60;30;16;;1;;1;1
12990000;241899;32;2;53,7;27,5;10,2;требуется ремонт;1;;;
7500000;125000;26;2;60;28,9;13,9;требуется ремонт;;;;
14900000;255137;;2;58,4;32,5;11;евроремонт;0;1;0;1
5600000;140000;;1;40;13;17;требуется ремонт;1;;;1
13600000;346939;26;1;39,2;;12;косметический ремонт;0;1;1;0
4670000;186800;8;;25;;5;требуется ремонт;0;1;1;0
9500000;197917;;2;48;26;9;косметический ремонт;;1;1;
3200000;182857;17;;17,5;10;2,2;требуется ремонт;0;0;0;0
8000000;186047;;2;43;25;;;;;;
6350000;143341;16;1;44,3;28;8;требуется ремонт;1;;1;
6000000;239044;22;;25,1;;;косметический ремонт;1;;1;
5700000;190000;;;30;18;;евроремонт;1;0;0;0
6850000;244643;;1;28;;;косметический ремонт;;;;
6000000;239044;22;;25,1;;;косметический ремонт;1;;1;
10800000;263415;26;1;41;10,6;21,3;;1;;;
7000000;157303;;2;44,5;29,9;7;дизайнерский ремонт;0;1;1;0
9000000;128571;16;2;70;;;косметический ремонт;0;0;0;0
9600000;268908;26;1;35,7;10,1;17;;1;;;
7900000;197500;;1;40;;;евроремонт;0;2;0;1
10000000;263158;30;1;38;16;12;;1;;1;
8750000;148305;;2;59;32;18;евроремонт;1;;;
8510000;177292;;1;48;20;12;евроремонт;1;0;1;0
10950000;158237;;3;69,2;27,9;11,6;дизайнерский ремонт;0;1;0;0
3800000;190000;10;;20;10;5;косметический ремонт;0;0;0;0
25000000;416667;29;2;60;;14,5;требуется ремонт;;2;;
7800000;195000;8;1;40;16;11,3;дизайнерский ремонт;1;0;0;1
6900000;191667;10;1;36;17;11;евроремонт;1;;1;
7700000;139949;;2;55,02;29;13,6;косметический ремонт;0;1;0;1
8950000;181911;13;1;49,2;22;10;дизайнерский ремонт;1;0;1;0
4800000;194332;;;24,7;12;5;косметический ремонт;1;0;0;0
12100000;159211;;3;76;44;11;дизайнерский ремонт;1;;;1
